date,value
2017-11-01,6248.65
2017-11-02,6236.39
2017-11-03,6295.58
2017-11-06,6313.61
2017-11-07,6320.78
2017-11-08,6345.81
2017-11-09,6312.21
2017-11-10,6309.07
2017-11-13,6316.18
2017-11-14,6293.64
2017-11-15,6258.36
2017-11-16,6339.14
2017-11-17,6314.51
2017-11-20,6308.61
2017-11-21,6378.63
2017-11-22,6386.12
2017-11-24,6409.29
2017-11-27,6405.97
2017-11-28,6422.56
2017-11-29,6311.37
2017-11-30,6365.56
2017-12-01,6337.87
2017-12-04,6263.7
2017-12-05,6265.11
2017-12-06,6293.05
2017-12-07,6316.28
2017-12-08,6344.57
2017-12-11,6393.89
2017-12-12,6383.65
2017-12-13,6394.67
2017-12-14,6389.91
2017-12-15,6466.32
2017-12-18,6513.27
2017-12-19,6480.67
2017-12-20,6472.48
2017-12-21,6472.69
2017-12-22,6465.17
2017-12-26,6433.16
2017-12-27,6435.15
2017-12-28,6441.42
2017-12-29,6396.42
2018-01-02,6511.34
2018-01-03,6575.8
2018-01-04,6584.58
2018-01-05,6653.29
2018-01-08,6676.63
2018-01-09,6677.94
2018-01-10,6662.66
2018-01-11,6708.49
2018-01-12,6758.54
2018-01-16,6737.14
2018-01-17,6810.28
2018-01-18,6811.38
2018-01-19,6834.33
2018-01-22,6906.28
2018-01-23,6963.46
2018-01-24,6919.35
2018-01-25,6916.3
2018-01-26,7022.97
2018-01-29,6988.32
2018-01-30,6930.73
2018-01-31,6949.99
2018-02-01,6901.5
2018-02-02,6760.29
2018-02-05,6495.92
2018-02-06,6665.98
2018-02-07,6582.02
2018-02-08,6306.1
2018-02-09,6412.68
2018-02-12,6523.85
2018-02-13,6553.86
2018-02-14,6675.03
2018-02-15,6794.92
2018-02-16,6770.66
2018-02-20,6779.69
2018-02-21,6759.26
2018-02-22,6761.85
2018-02-23,6896.6
2018-02-26,6989.1
2018-02-27,6900.35
2018-02-28,6854.42
2018-03-01,6750.54
2018-03-02,6811.04
2018-03-05,6881.28
2018-03-06,6913.02
2018-03-07,6929.39
2018-03-08,6966.43
2018-03-09,7101.18
2018-03-12,7131.12
2018-03-13,7046.51
2018-03-14,7040.98
2018-03-15,7030.97
2018-03-16,7019.95
2018-03-19,6864.88
2018-03-20,6885.92
2018-03-21,6853.45
2018-03-22,6682.26
2018-03-23,6508.09
2018-03-26,6753.83
2018-03-27,6529.84
2018-03-28,6460.81
2018-03-29,6581.13
2018-04-02,6390.84
2018-04-03,6458.83
2018-04-04,6560.06
2018-04-05,6594.84
2018-04-06,6433.21
2018-04-09,6472.34
2018-04-10,6615.87
2018-04-11,6583.44
2018-04-12,6656.26
2018-04-13,6628.34
2018-04-16,6675.18
2018-04-17,6816.37
2018-04-18,6833.21
2018-04-19,6774.89
2018-04-20,6667.75
2018-04-23,6648.8
2018-04-24,6509.05
2018-04-25,6513.94
2018-04-26,6649.65
2018-04-27,6656.35
2018-04-30,6605.57
2018-05-01,6681.96
2018-05-02,6644.48
2018-05-03,6643.48
2018-05-04,6769.12
2018-05-07,6821.87
2018-05-08,6815.48
2018-05-09,6893.21
2018-05-10,6963.55
2018-05-11,6952.56
2018-05-14,6964.37
2018-05-15,6888.54
2018-05-16,6929.97
2018-05-17,6901.63
2018-05-18,6866.25
2018-05-21,6905.53
2018-05-22,6893.62
2018-05-23,6953.63
2018-05-24,6949.7
2018-05-25,6960.92
2018-05-29,6926.54
2018-05-30,6976.37
2018-05-31,6967.73
2018-06-01,7083.93
2018-06-04,7143.57
2018-06-05,7166.75
2018-06-06,7210.08
2018-06-07,7152.83
2018-06-08,7152.62
2018-06-11,7168.48
2018-06-12,7209.18
2018-06-13,7205.26
2018-06-14,7279.59
2018-06-15,7255.76
2018-06-18,7251.41
2018-06-19,7228.04
2018-06-20,7280.7
2018-06-21,7217.49
2018-06-22,7197.51
2018-06-25,7038.17
2018-06-26,7068.2
2018-06-27,6969.67
2018-06-28,7031.6
2018-06-29,7040.8
2018-07-02,7097.82
2018-07-03,7014.55
2018-07-05,7101.05
2018-07-06,7207.33
2018-07-09,7276.0
2018-07-10,7282.6
2018-07-11,7243.98
2018-07-12,7366.25
2018-07-13,7375.82
2018-07-16,7357.9
2018-07-17,7403.89
2018-07-18,7390.13
2018-07-19,7352.36
2018-07-20,7350.23
2018-07-23,7371.78
2018-07-24,7406.25
2018-07-25,7508.59
2018-07-26,7400.75
2018-07-27,7296.78
2018-07-30,7193.1
2018-07-31,7231.98
2018-08-01,7272.89
2018-08-02,7372.15
2018-08-03,7395.49
2018-08-06,7438.99
2018-08-07,7462.65
2018-08-08,7469.54
2018-08-09,7466.96
2018-08-10,7408.3
2018-08-13,7401.17
2018-08-14,7447.17
2018-08-15,7354.66
2018-08-16,7374.29
2018-08-17,7377.54
2018-08-20,7371.42
2018-08-21,7397.23
2018-08-22,7424.6
2018-08-23,7413.84
2018-08-24,7485.4
2018-08-27,7559.13
2018-08-28,7570.25
2018-08-29,7660.18
2018-08-30,7642.67
2018-08-31,7654.55
2018-09-04,7622.32
2018-09-05,7523.26
2018-09-06,7453.17
2018-09-07,7430.26
2018-09-10,7447.68
2018-09-11,7507.87
2018-09-12,7488.06
2018-09-13,7561.69
2018-09-14,7545.5
2018-09-17,7434.73
2018-09-18,7494.4
2018-09-19,7490.32
2018-09-20,7569.03
2018-09-21,7531.07
2018-09-24,7548.75
2018-09-25,7563.19
2018-09-26,7563.09
2018-09-27,7629.57
2018-09-28,7627.65
2018-10-01,7645.45
2018-10-02,7628.28
2018-10-03,7637.43
2018-10-04,7490.0
2018-10-05,7399.01
2018-10-08,7352.82
2018-10-09,7371.62
2018-10-10,7044.5
2018-10-11,6964.03
2018-10-12,7157.21
2018-10-15,7068.67
2018-10-16,7276.43
2018-10-17,7278.63
2018-10-18,7116.09
2018-10-19,7107.23
2018-10-22,7141.21
2018-10-23,7118.67
2018-10-24,6789.15
2018-10-25,7016.39
2018-10-26,6852.4
2018-10-29,6713.9
2018-10-30,6810.12
2018-10-31,6967.1
2018-11-01,7069.17
2018-11-02,6965.29
2018-11-05,6937.09
2018-11-06,6988.85
2018-11-07,7203.13
2018-11-08,7158.59
2018-11-09,7039.15
2018-11-12,6829.1
2018-11-13,6830.91
2018-11-14,6769.87
2018-11-15,6890.45
2018-11-16,6867.02
2018-11-19,6642.92
2018-11-20,6526.96
2018-11-21,6575.66
2018-11-23,6527.35
2018-11-26,6678.34
2018-11-27,6701.04
2018-11-28,6913.33
2018-11-29,6892.4
2018-11-30,6949.01
2018-12-03,7062.13
2018-12-04,6795.21
2018-12-06,6838.85
2018-12-07,6613.27
2018-12-10,6682.74
2018-12-11,6704.24
2018-12-12,6763.96
2018-12-13,6767.97
2018-12-14,6594.96
2018-12-17,6448.39
2018-12-18,6491.52
2018-12-19,6342.97
2018-12-20,6243.19
2018-12-21,6046.56
2018-12-24,5899.35
2018-12-26,6262.77
2018-12-27,6288.3
2018-12-28,6285.27
2018-12-31,6329.96
2019-01-02,6360.87
2019-01-03,6147.13
2019-01-04,6422.67
2019-01-07,6488.25
2019-01-08,6551.85
2019-01-09,6600.69
2019-01-10,6620.94
2019-01-11,6601.4
2019-01-14,6541.04
2019-01-15,6669.64
2019-01-16,6668.56
2019-01-17,6718.45
2019-01-18,6784.61
2019-01-22,6646.81
2019-01-23,6658.76
2019-01-24,6702.55
2019-01-25,6787.37
2019-01-28,6697.09
2019-01-29,6632.79
2019-01-30,6807.91
2019-01-31,6906.84
2019-02-01,6875.52
2019-02-04,6959.96
2019-02-05,7023.52
2019-02-06,6997.62
2019-02-07,6904.98
2019-02-08,6913.13
2019-02-11,6909.18
2019-02-12,7014.67
2019-02-13,7015.88
2019-02-14,7022.42
2019-02-15,7055.18
2019-02-19,7066.61
2019-02-20,7062.34
2019-02-21,7035.16
2019-02-22,7090.63
2019-02-25,7115.43
2019-02-26,7123.22
2019-02-27,7117.0
2019-02-28,7097.53
2019-03-01,7151.57
2019-03-04,7150.83
2019-03-05,7156.79
2019-03-06,7112.47
2019-03-07,7026.88
2019-03-08,7015.69
2019-03-11,7164.02
2019-03-12,7201.28
2019-03-13,7256.98
2019-03-14,7243.01
2019-03-15,7306.99
2019-03-18,7326.28
2019-03-19,7349.28
2019-03-20,7380.75
2019-03-21,7493.27
2019-03-22,7326.06
2019-03-25,7316.96
2019-03-26,7351.15
2019-03-27,7308.19
2019-03-28,7320.47
2019-03-29,7378.77
2019-04-01,7478.42
2019-04-02,7499.64
2019-04-03,7544.97
2019-04-04,7540.57
2019-04-05,7578.84
2019-04-08,7599.74
2019-04-09,7568.49
2019-04-10,7611.49
2019-04-11,7594.89
2019-04-12,7628.15
2019-04-15,7629.12
2019-04-16,7654.73
2019-04-17,7680.72
2019-04-18,7689.72
2019-04-19,7689.715
2019-04-22,7713.49
2019-04-23,7810.71
2019-04-24,7784.41
2019-04-25,7816.92
2019-04-26,7826.68
2019-04-29,7839.04
2019-04-30,7781.46
2019-05-01,7751.85
2019-05-02,7724.06
2019-05-03,7845.73
2019-05-06,7794.09
2019-05-07,7640.15
2019-05-08,7617.55
2019-05-09,7582.75
2019-05-10,7586.53
2019-05-13,7324.13
2019-05-14,7401.88
2019-05-15,7503.25
2019-05-16,7580.14
2019-05-17,7503.68
2019-05-20,7376.7
2019-05-21,7451.02
2019-05-22,7420.66
2019-05-23,7307.93
2019-05-24,7300.96
2019-05-28,7278.38
2019-05-29,7216.86
2019-05-30,7245.4
2019-05-31,7127.96
2019-06-03,6978.02
2019-06-04,7166.75
2019-06-05,7220.9
2019-06-06,7275.93
2019-06-07,7417.29
2019-06-10,7501.93
2019-06-11,7513.85
2019-06-12,7472.29
2019-06-13,7510.68
2019-06-14,7479.11
2019-06-17,7526.52
2019-06-18,7635.4
2019-06-19,7667.74
2019-06-20,7738.05
2019-06-21,7728.78
2019-06-24,7723.02
2019-06-25,7591.54
2019-06-26,7627.05
2019-06-27,7657.05
2019-06-28,7671.07
2019-07-01,7768.14
2019-07-02,7799.82
2019-07-03,7857.69
2019-07-05,7841.3
2019-07-08,7785.79
2019-07-09,7826.86
2019-07-10,7903.4
2019-07-11,7896.78
2019-07-12,7943.24
2019-07-15,7966.93
2019-07-16,7927.08
2019-07-17,7888.76
2019-07-18,7904.13
2019-07-19,7834.9
2019-07-22,7905.12
2019-07-23,7954.56
2019-07-24,8010.6
2019-07-25,7929.87
2019-07-26,8016.95
2019-07-29,7989.08
2019-07-30,7952.47
2019-07-31,7848.78
2019-08-01,7801.15
2019-08-02,7692.8
2019-08-05,7415.69
2019-08-06,7521.32
2019-08-07,7551.9
2019-08-08,7724.83
2019-08-09,7646.27
2019-08-12,7561.68
2019-08-13,7728.15
2019-08-14,7490.13
2019-08-15,7484.89
2019-08-16,7604.11
2019-08-19,7719.32
2019-08-20,7664.47
2019-08-21,7733.22
2019-08-22,7707.43
2019-08-23,7464.99
2019-08-26,7575.02
2019-08-27,7566.03
2019-08-28,7587.9
2019-08-29,7702.31
2019-08-30,7691.0
2019-09-03,7609.51
2019-09-04,7719.25
2019-09-05,7862.54
2019-09-06,7852.54
2019-09-09,7832.4
2019-09-10,7814.74
2019-09-11,7887.58
2019-09-12,7917.34
2019-09-13,7892.95
2019-09-16,7852.41
2019-09-17,7888.79
2019-09-18,7888.56
2019-09-19,7901.79
2019-09-20,7823.55
2019-09-23,7818.61
2019-09-24,7710.04
2019-09-25,7803.54
2019-09-26,7771.99
2019-09-27,7681.58
2019-09-30,7749.45
2019-10-01,7684.14
2019-10-02,7550.79
2019-10-03,7638.39
2019-10-04,7754.1
2019-10-07,7725.13
2019-10-08,7604.27
2019-10-09,7690.53
2019-10-10,7740.36
2019-10-11,7843.87
2019-10-14,7842.33
2019-10-15,7942.85
2019-10-16,7920.21
2019-10-17,7942.14
2019-10-18,7868.49
2019-10-21,7940.33
2019-10-22,7874.62
2019-10-23,7889.47
2019-10-24,7966.72
2019-10-25,8029.22
2019-10-28,8110.67
2019-10-29,8047.51
2019-10-30,8083.11
2019-10-31,8083.83
2019-11-01,8161.17
2019-11-04,8210.66
2019-11-05,8210.18
2019-11-06,8196.03
2019-11-07,8219.65
2019-11-08,8255.89
2019-11-11,8241.91
2019-11-12,8263.79
2019-11-13,8259.81
2019-11-14,8257.83
2019-11-15,8315.52
2019-11-18,8328.48
2019-11-19,8338.74
2019-11-20,8283.75
2019-11-21,8265.62
2019-11-22,8272.05
2019-11-25,8371.93
2019-11-26,8385.75
2019-11-27,8444.71
2019-11-29,8403.68
2019-12-02,8309.26
2019-12-03,8254.74
2019-12-04,8296.53
2019-12-05,8308.4
2019-12-06,8397.37
2019-12-09,8362.74
2019-12-10,8354.29
2019-12-11,8402.61
2019-12-12,8466.89
2019-12-13,8487.71
2019-12-16,8570.33
2019-12-17,8575.7
2019-12-18,8580.62
2019-12-19,8641.29
2019-12-20,8678.49
2019-12-23,8696.01
2019-12-24,8699.51
2019-12-26,8778.31
2019-12-27,8770.98
2019-12-30,8709.73
2019-12-31,8733.07
2020-01-02,8872.22
2020-01-03,8793.9
2020-01-06,8848.52
2020-01-07,8846.45
2020-01-08,8912.37
2020-01-09,8989.63
2020-01-10,8966.64
2020-01-13,9070.65
2020-01-14,9033.42
2020-01-15,9035.67
2020-01-16,9125.0
2020-01-17,9173.73
2020-01-21,9166.63
2020-01-22,9188.57
2020-01-23,9216.98
2020-01-24,9141.47
2020-01-27,8952.18
2020-01-28,9090.93
2020-01-29,9101.61
2020-01-30,9136.09
2020-01-31,8991.51
2020-02-03,9126.23
2020-02-04,9334.06
2020-02-05,9367.48
2020-02-06,9445.92
2020-02-07,9401.1
2020-02-10,9516.84
2020-02-11,9517.86
2020-02-12,9613.2
2020-02-13,9595.7
2020-02-14,9623.58
2020-02-18,9629.8
2020-02-19,9718.73
2020-02-20,9627.83
2020-02-21,9446.69
2020-02-24,9079.63
2020-02-25,8834.87
2020-02-26,8873.76
2020-02-27,8436.67
2020-02-28,8461.83
2020-03-02,8877.98
2020-03-03,8594.49
2020-03-04,8949.28
2020-03-05,8671.66
2020-03-06,8530.34
2020-03-09,7948.03
2020-03-10,8372.27
2020-03-11,8006.12
2020-03-12,7263.65
2020-03-13,7995.26
2020-03-16,7020.38
2020-03-17,7473.95
2020-03-18,7175.18
2020-03-19,7288.52
2020-03-20,6994.29
2020-03-23,7006.92
2020-03-24,7553.82
2020-03-25,7469.62
2020-03-26,7897.13
2020-03-27,7588.37
2020-03-30,7889.01
2020-03-31,7813.5
2020-04-01,7486.29
2020-04-02,7635.66
2020-04-03,7528.11
2020-04-06,8081.66
2020-04-07,8049.31
2020-04-08,8229.54
2020-04-09,8238.53
2020-04-13,8332.74
2020-04-14,8692.16
2020-04-15,8591.96
2020-04-16,8757.83
2020-04-17,8832.41
2020-04-20,8726.51
2020-04-21,8403.0
2020-04-22,8664.63
2020-04-23,8641.5
2020-04-24,8786.6
2020-04-27,8837.66
2020-04-28,8677.6
2020-04-29,8982.76
2020-04-30,9000.51
2020-05-01,8718.18
2020-05-04,8834.11
2020-05-05,8930.62
2020-05-06,8984.86
2020-05-07,9101.88
2020-05-08,9220.35
2020-05-11,9298.92
2020-05-12,9112.45
2020-05-13,9000.08
2020-05-14,9094.43
2020-05-15,9152.64
2020-05-18,9331.93
2020-05-19,9298.54
2020-05-20,9485.02
2020-05-21,9377.99
2020-05-22,9413.99
2020-05-26,9389.98
2020-05-27,9442.05
2020-05-28,9416.71
2020-05-29,9555.52
2020-06-01,9598.89
2020-06-02,9657.31
2020-06-03,9704.69
2020-06-04,9629.66
2020-06-05,9824.39
2020-06-08,9901.52
2020-06-09,9967.17
2020-06-10,10094.26
2020-06-11,9588.48
2020-06-12,9663.77
2020-06-15,9776.89
2020-06-16,9949.37
2020-06-17,9982.48
2020-06-18,10012.05
2020-06-19,10008.64
2020-06-22,10130.33
2020-06-23,10209.82
2020-06-24,10002.7
2020-06-25,10101.83
2020-06-26,9849.36
2020-06-29,9961.16
2020-06-30,10156.85
2020-07-01,10279.25
2020-07-02,10341.89
2020-07-06,10604.06
2020-07-07,10524.01
2020-07-08,10666.7
2020-07-09,10754.59
2020-07-10,10836.33
2020-07-13,10602.21
2020-07-14,10689.52
2020-07-15,10701.68
2020-07-16,10626.46
2020-07-17,10645.22
2020-07-20,10952.08
2020-07-21,10833.07
2020-07-22,10870.75
2020-07-23,10580.59
2020-07-24,10483.13
2020-07-27,10674.38
2020-07-28,10532.5
2020-07-29,10662.98
2020-07-30,10715.51
2020-07-31,10905.88
2020-08-03,11055.08
2020-08-04,11096.54
2020-08-05,11125.44
2020-08-06,11267.08
2020-08-07,11139.39
2020-08-10,11085.17
2020-08-11,10876.08
2020-08-12,11157.72
2020-08-13,11178.37
2020-08-14,11164.45
2020-08-17,11288.57
2020-08-18,11399.03
2020-08-19,11318.64
2020-08-20,11477.05
2020-08-21,11555.16
2020-08-24,11626.17
2020-08-25,11721.81
2020-08-26,11971.94
2020-08-27,11926.16
2020-08-28,11995.85
2020-08-31,12110.7
2020-09-01,12292.86
2020-09-02,12420.54
2020-09-03,11771.37
2020-09-04,11622.13
2020-09-08,11068.26
2020-09-09,11395.85
2020-09-10,11154.12
2020-09-11,11087.4
2020-09-14,11277.76
2020-09-15,11438.87
2020-09-16,11247.6
2020-09-17,11080.95
2020-09-18,10936.98
2020-09-21,10980.22
2020-09-22,11186.37
2020-09-23,10833.33
2020-09-24,10896.47
2020-09-25,11151.13
2020-09-28,11364.45
2020-09-29,11322.95
2020-09-30,11418.06
2020-10-01,11583.2
2020-10-02,11255.69
2020-10-05,11509.06
2020-10-06,11291.27
2020-10-07,11503.19
2020-10-08,11550.94
2020-10-09,11725.85
2020-10-12,12088.11
2020-10-13,12083.17
2020-10-14,11985.36
2020-10-15,11898.57
2020-10-16,11852.17
2020-10-19,11634.35
2020-10-20,11677.84
2020-10-21,11665.37
2020-10-22,11662.91
2020-10-23,11692.57
2020-10-26,11504.52
2020-10-27,11598.95
2020-10-28,11142.76
2020-10-29,11350.74
2020-10-30,11052.95
2020-11-02,11084.76
2020-11-03,11279.91
2020-11-04,11777.02
2020-11-05,12078.07
2020-11-06,12091.35
2020-11-09,11830.39
2020-11-10,11624.29
2020-11-11,11892.93
2020-11-12,11827.14
2020-11-13,11937.84
2020-11-16,12013.38
2020-11-17,11977.49
2020-11-18,11894.71
2020-11-19,11985.43
2020-11-20,11906.44
2020-11-23,11905.94
2020-11-24,12079.81
2020-11-25,12152.22
2020-11-27,12258.21
2020-11-30,12268.32
2020-12-01,12455.33
2020-12-02,12456.41
2020-12-03,12467.13
2020-12-04,12528.48
2020-12-07,12596.47
2020-12-08,12635.72
2020-12-09,12364.64
2020-12-10,12401.74
2020-12-11,12375.41
2020-12-14,12462.21
2020-12-15,12595.92
2020-12-16,12668.16
2020-12-17,12752.06
2020-12-18,12738.18
2020-12-21,12690.26
2020-12-22,12717.56
2020-12-23,12653.14
2020-12-24,12711.01
2020-12-28,12838.86
2020-12-29,12843.49
2020-12-30,12845.36
2020-12-31,12888.28
2021-01-04,12694.66
2021-01-05,12802.38
2021-01-06,12623.35
2021-01-07,12939.57
2021-01-08,13105.2
2021-01-11,12902.49
2021-01-12,12892.09
2021-01-13,12973.63
2021-01-14,12898.69
2021-01-15,12803.93
2021-01-19,12996.54
2021-01-20,13296.45
2021-01-21,13404.99
2021-01-22,13366.4
2021-01-25,13483.29
2021-01-26,13490.19
2021-01-27,13112.65
2021-01-28,13201.53
2021-01-29,12925.38
2021-02-01,13248.9
2021-02-02,13456.12
2021-02-03,13402.37
2021-02-04,13560.89
2021-02-05,13603.96
2021-02-08,13695.02
2021-02-09,13687.08
2021-02-10,13655.27
2021-02-11,13734.35
2021-02-12,13807.7
2021-02-16,13773.77
2021-02-17,13699.71
2021-02-18,13637.51
2021-02-19,13580.78
2021-02-22,13223.74
2021-02-23,13194.71
2021-02-24,13302.19
2021-02-25,12828.31
2021-02-26,12909.44
2021-03-01,13282.95
2021-03-02,13059.95
2021-03-03,12683.33
2021-03-04,12464.0
2021-03-05,12668.51
2021-03-08,12299.08
2021-03-09,12794.49
2021-03-10,12752.07
2021-03-11,13052.9
2021-03-12,12937.29
2021-03-15,13082.54
2021-03-16,13152.28
2021-03-17,13202.38
2021-03-18,12789.14
2021-03-19,12866.99
2021-03-22,13086.51
2021-03-23,13017.79
2021-03-24,12798.88
2021-03-25,12780.51
2021-03-26,12979.12
2021-03-29,12965.74
2021-03-30,12896.53
2021-03-31,13091.44
2021-04-01,13329.51
2021-04-05,13598.16
2021-04-06,13578.46
2021-04-07,13616.7
2021-04-08,13758.51
2021-04-09,13845.05
2021-04-12,13819.35
2021-04-13,13986.49
2021-04-14,13803.91
2021-04-15,14026.19
2021-04-16,14041.91
2021-04-19,13907.67
